web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723586088-3739","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Chuma Okeke","ORL","22","F","44","44","100","208","439","47.4","45.8","1.6"
"1723586088-3740","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Terrence Ross","ORL","30","G-F","45","45","100","201","438","45.9","45.6","0.3"
"1723586088-3741","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Cedi Osman","CLE","26","F","59","59","100","212","438","48.4","45.4","3.0"
"1723586088-3742","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Gordon Hayward","CHA","31","F","43","43","100","199","438","45.4","47.0","-1.5"
"1723586088-3743","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","LeBron James","LAL","36","F","44","44","100","174","437","39.8","46.1","-6.3"
"1723586088-3744","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Alec Burks","NYK","29","G","49","49","100","166","435","38.2","45.5","-7.4"
"1723586088-3745","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Payton Pritchard","BOS","23","G","66","66","100","229","433","52.9","45.4","7.4"
"1723586088-3746","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Precious Achiuwa","MIA","21","F","55","55","100","205","432","47.5","48.5","-1.1"
"1723586088-3747","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Tomas Satoransky","CHI","29","G","58","58","100","200","430","46.5","45.3","1.2"
"1723586088-3748","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Jaxson Hayes","NOP","21","C-F","56","56","100","195","428","45.6","47.9","-2.3"
"1723586088-3749","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Drew Eubanks","SAS","24","F-C","53","53","100","193","427","45.2","48.3","-3.1"
"1723586088-3750","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Taj Gibson","NYK","36","F","44","44","100","189","424","44.6","48.7","-4.1"
"1723586088-3751","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","De'Anthony Melton","MEM","23","G","51","51","100","187","421","44.4","45.4","-1.0"
"1723586088-3752","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Damion Lee","GSW","28","G-F","56","56","100","199","420","47.4","46.1","1.3"
"1723586088-3753","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Kevin Durant","BKN","32","F","35","35","100","179","416","43.0","47.0","-3.9"
"1723586088-3754","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Frank Kaminsky","PHX","28","F-C","46","46","100","205","416","49.3","48.1","1.2"
"1723586088-3755","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Jalen McDaniels","CHA","23","F-C","44","44","100","199","416","47.8","45.6","2.2"
"1723586088-3756","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Larry Nance Jr.","CLE","28","F-C","35","35","100","199","415","48.0","47.7","0.2"
"1723586088-3757","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Immanuel Quickley","NYK","22","G","63","63","100","191","415","46.0","45.3","0.7"
"1723586088-3758","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Bryn Forbes","MIL","27","G","68","68","100","212","413","51.3","45.0","6.3"
"1723586088-3759","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Victor Oladipo","MIA","29","G","31","31","100","188","413","45.5","46.1","-0.6"
"1723586088-3760","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","James Johnson","NOP","34","F","51","51","100","183","411","44.5","46.3","-1.8"
"1723586088-3761","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Monte Morris","DEN","26","G","47","47","100","175","411","42.6","45.7","-3.1"
"1723586088-3762","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Luke Kennard","LAC","25","G","59","59","100","208","410","50.7","44.9","5.9"
"1723586088-3763","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Timothe Luwawu-Cabarrot","BKN","26","G-F","57","57","100","198","409","48.4","45.3","3.1"
"1723586088-3764","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Al Horford","BOS","35","C-F","27","27","100","207","407","50.9","48.9","2.0"
"1723586088-3765","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Brad Wanamaker","CHA","31","G","61","61","100","197","405","48.6","45.7","2.9"
"1723586088-3766","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","DeMarcus Cousins","LAC","30","C","41","41","100","194","404","48.0","48.5","-0.5"
"1723586088-3767","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Goran Dragic","MIA","35","G","49","49","100","195","401","48.6","45.2","3.4"
"1723586088-3768","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Moritz Wagner","ORL","24","F-C","43","43","100","179","400","44.8","47.5","-2.7"
"1723586088-3769","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Mo Bamba","ORL","23","C","43","43","100","187","398","47.0","48.6","-1.7"
"1723586088-3770","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Stanley Johnson","TOR","25","F-G","57","57","100","178","397","44.8","46.7","-1.8"
"1723586088-3771","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Jeff Teague","MIL","33","G","55","55","100","182","392","46.4","46.1","0.3"
"1723586088-3772","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Georges Niang","UTA","28","F","70","70","100","160","390","41.0","45.1","-4.1"
"1723586088-3773","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Tyus Jones","MEM","25","G","70","70","100","178","388","45.9","44.2","1.6"
"1723586088-3774","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Wesley Matthews","LAL","34","G","58","58","100","168","387","43.4","46.1","-2.7"
"1723586088-3775","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","LaMarcus Aldridge","BKN","35","C-F","26","26","100","179","382","46.9","47.7","-0.8"
"1723586088-3776","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","PJ Dozier","DEN","24","G-F","49","49","100","169","375","45.1","45.9","-0.8"
"1723586088-3777","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Tony Snell","ATL","29","G","46","46","100","178","374","47.6","46.3","1.3"
"1723586088-3778","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Garrison Mathews","WAS","24","G","61","61","100","195","373","52.3","45.5","6.7"
"1723586088-3779","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","JaMychal Green","DEN","31","F-C","57","57","100","164","372","44.1","46.4","-2.3"
"1723586088-3780","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Malachi Flynn","TOR","23","G","45","45","100","163","371","43.9","45.8","-1.9"
"1723586088-3781","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Caleb Martin","CHA","25","F","50","50","100","173","371","46.6","45.1","1.6"
"1723586088-3782","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Lou Williams","ATL","34","G","66","66","100","170","370","45.9","44.2","1.8"
"1723586088-3783","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Cody Martin","CHA","25","F","49","49","100","168","367","45.8","45.7","0.0"
"1723586088-3784","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Tony Bradley","OKC","23","C-F","40","40","100","163","366","44.5","49.1","-4.6"
"1723586088-3785","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Nickeil Alexander-Walker","NOP","22","G","44","44","100","176","365","48.2","45.8","2.4"
"1723586088-3786","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Mike Muscala","OKC","29","F-C","34","34","100","157","363","43.3","47.9","-4.6"
"1723586088-3787","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Jeremy Lamb","IND","29","G-F","36","36","100","178","363","49.0","46.4","2.7"
"1723586088-3788","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Devin Vassell","SAS","20","G-F","61","61","100","185","362","51.1","45.9","5.2"
"1723586088-3789","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Anfernee Simons","POR","22","G","59","59","100","185","362","51.1","45.0","6.1"
"1723586088-3790","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Mitchell Robinson","NYK","23","C-F","30","30","100","168","362","46.4","49.7","-3.3"
"1723586088-3791","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Cameron Payne","PHX","26","G","58","58","100","172","360","47.8","45.5","2.3"
"1723586088-3792","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Taurean Prince","CLE","27","F","41","41","100","174","358","48.6","46.8","1.8"
"1723586088-3793","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Terence Davis","SAC","24","G","59","59","100","187","356","52.5","45.8","6.8"
"1723586088-3794","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Gary Harris","ORL","26","G","38","38","100","164","353","46.5","46.1","0.4"
"1723586088-3795","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Jordan McLaughlin","MIN","25","G","51","51","100","158","353","44.8","44.7","0.1"
"1723586088-3796","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Malik Beasley","MIN","24","G","36","36","100","179","346","51.7","45.8","5.9"
"1723586088-3797","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Nic Claxton","BKN","22","F-C","32","32","100","139","344","40.4","46.2","-5.8"
"1723586088-3798","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","JaVale McGee","DEN","33","C-F","46","46","100","156","343","45.5","47.5","-2.0"
"1723586088-3799","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Wayne Ellington","DET","33","G","45","45","100","162","342","47.4","45.4","1.9"
"1723586088-3800","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","James Ennis III","ORL","30","F","40","40","100","150","337","44.5","46.1","-1.6"
"1723586088-3801","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Trevor Ariza","MIA","36","F","28","28","100","148","336","44.0","46.4","-2.3"
"1723586088-3802","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","KJ Martin","HOU","20","F","45","45","100","150","336","44.6","46.7","-2.0"
"1723586088-3803","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Ish Smith","WAS","32","G","42","42","100","157","335","46.9","45.8","1.1"
"1723586088-3804","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","D.J. Augustin","HOU","33","G","54","54","100","163","334","48.8","44.8","4.0"
"1723586088-3805","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Denzel Valentine","CHI","27","G","60","60","100","157","333","47.1","45.0","2.2"
"1723586088-3806","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Semi Ojeleye","BOS","26","F","55","55","100","151","330","45.8","46.8","-1.0"
"1723586088-3807","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Goga Bitadze","IND","21","C-F","44","44","100","152","327","46.5","48.3","-1.8"
"1723586088-3808","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Furkan Korkmaz","PHI","23","G-F","54","54","100","154","327","47.1","45.3","1.8"
"1723586088-3809","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Sekou Doumbouya","DET","20","F","53","53","100","159","327","48.6","46.0","2.6"
"1723586088-3810","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Eric Paschall","GSW","24","F","40","40","100","148","323","45.8","47.0","-1.2"
"1723586088-3811","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Michael Carter-Williams","ORL","29","G","31","31","100","138","323","42.7","46.8","-4.0"
"1723586088-3812","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Chasson Randle","ORL","28","G","38","38","100","152","321","47.4","44.9","2.5"
"1723586088-3813","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Kevin Porter Jr.","HOU","21","G-F","26","26","100","167","321","52.0","47.5","4.6"
"1723586088-3814","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Maurice Harkless","SAC","28","F-G","35","35","100","148","321","46.1","45.9","0.2"
"1723586088-3815","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Torrey Craig","PHX","30","F","47","47","100","147","319","46.1","45.9","0.2"
"1723586088-3816","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","Hassan Whiteside","SAC","32","C","33","33","100","147","317","46.4","49.2","-2.8"
"1723586088-3817","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2020-21","","R.J. Hampton","ORL","20","G","45","45","100","158","316","50.0","45.3","4.7"
