web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589062-160","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Gordon Hayward","UTA","26","80","2893","0","0","0","0","0"
"1723589062-161","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Gorgui Dieng","MIN","26","82","2220","2","0","7","1","8"
"1723589062-162","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Greg Monroe","MIL","26","79","2314","0","0","0","0","0"
"1723589062-163","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Greg Smith","MIN","25","18","192","0","0","0","0","0"
"1723589062-164","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Greivis Vasquez","MIL","29","23","460","0","0","0","0","0"
"1723589062-165","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Harrison Barnes","GSW","24","66","2042","0","0","11","4","15"
"1723589062-166","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Hassan Whiteside","MIA","27","73","2125","1","0","23","0","23"
"1723589062-167","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Henry Sims","BKN","26","14","263","0","0","0","0","0"
"1723589062-168","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Hollis Thompson","PHI","25","77","2154","1","0","3","2","5"
"1723589062-169","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ian Clark","GSW","25","66","578","0","0","0","0","0"
"1723589062-170","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ian Mahinmi","IND","29","71","1816","0","0","0","0","0"
"1723589062-171","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Iman Shumpert","CLE","26","54","1316","1","0","5","2","7"
"1723589062-172","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Isaiah Canaan","PHI","25","77","1966","0","0","0","0","0"
"1723589062-173","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Isaiah Thomas","BOS","27","82","2644","0","0","0","0","0"
"1723589062-174","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ish Smith","PHI","27","77","2239","7","0","4","6","10"
"1723589062-175","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","J.J. Barea","DAL","32","74","1667","2","0","2","4","6"
"1723589062-176","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JJ Hickson","WAS","27","35","437","0","0","0","0","0"
"1723589062-177","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JJ O'Brien","UTA","24","2","6","0","0","0","0","0"
"1723589062-178","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JJ Redick","LAC","32","75","2097","1","0","3","0","3"
"1723589062-179","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JR Smith","CLE","30","77","2362","2","0","0","0","0"
"1723589062-180","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JaKarr Sampson","DEN","23","73","1160","0","0","7","2","9"
"1723589062-181","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JaMychal Green","MEM","26","78","1446","0","0","0","0","0"
"1723589062-182","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JaVale McGee","DAL","28","34","370","0","0","0","0","0"
"1723589062-183","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jabari Parker","MIL","21","76","2408","0","0","0","0","0"
"1723589062-184","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jae Crowder","BOS","25","73","2308","0","0","0","0","0"
"1723589062-185","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jahlil Okafor","PHI","20","53","1591","1","0","13","1","14"
"1723589062-186","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jamal Crawford","LAC","36","79","2126","3","0","1","0","1"
"1723589062-187","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jameer Nelson","DEN","34","39","1036","3","0","4","2","6"
"1723589062-188","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Anderson","SAC","27","51","721","0","0","0","0","0"
"1723589062-189","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Ennis III","NOP","25","22","329","0","0","0","0","0"
"1723589062-190","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Harden","HOU","26","82","3125","4","0","10","11","21"
"1723589062-191","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Johnson","TOR","29","57","926","0","0","0","0","0"
"1723589062-192","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Jones","CLE","35","48","463","0","0","0","0","0"
"1723589062-193","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Michael McAdoo","GSW","23","41","262","0","0","0","1","1"
"1723589062-194","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","James Young","BOS","20","29","199","0","0","0","0","0"
"1723589062-195","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jared Cunningham","CLE","25","44","410","0","0","0","0","0"
"1723589062-196","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jared Dudley","WAS","30","81","2098","0","0","0","0","0"
"1723589062-197","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jared Sullinger","BOS","24","81","1915","0","0","0","0","0"
"1723589062-198","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jarell Eddie","WAS","24","26","147","0","0","0","0","0"
"1723589062-199","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jarell Martin","MEM","22","27","380","0","0","0","0","0"
"1723589062-200","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jarnell Stokes","MEM","22","7","19","0","0","0","0","0"
"1723589062-201","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jarrett Jack","BKN","32","32","1027","0","0","0","0","0"
"1723589062-202","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jason Smith","ORL","30","76","1181","0","0","2","0","2"
"1723589062-203","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jason Terry","HOU","38","72","1258","0","0","0","8","8"
"1723589062-204","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jason Thompson","TOR","29","47","471","0","0","0","0","0"
"1723589062-205","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Ayres","LAC","29","17","107","0","0","0","0","0"
"1723589062-206","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Green","LAC","29","80","2253","0","0","0","0","0"
"1723589062-207","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Teague","ATL","28","79","2255","1","0","3","3","6"
"1723589062-208","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Withey","UTA","26","51","658","0","0","0","0","0"
"1723589062-209","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jerami Grant","PHI","22","77","2066","0","0","0","0","0"
"1723589062-210","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeremy Evans","DAL","28","30","251","0","0","0","0","0"
"1723589062-211","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeremy Lamb","CHA","24","66","1227","0","0","0","0","0"
"1723589062-212","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeremy Lin","CHA","27","78","2048","0","0","0","0","0"
"1723589062-213","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jerian Grant","NYK","23","76","1265","1","0","6","0","6"
"1723589062-214","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jerryd Bayless","MIL","27","52","1505","0","0","0","0","0"
"1723589062-215","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jimmer Fredette","SAS","27","6","18","0","0","0","0","0"
"1723589062-216","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jimmy Butler","CHI","26","67","2474","4","0","4","4","8"
"1723589062-217","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joakim Noah","CHI","31","29","635","1","0","17","3","20"
"1723589062-218","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jodie Meeks","DET","28","3","43","0","0","0","0","0"
"1723589062-219","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joe Harris","CLE","24","5","15","0","0","0","0","0"
"1723589062-220","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joe Ingles","UTA","28","81","1241","0","0","0","0","0"
"1723589062-221","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joe Johnson","MIA","35","81","2703","0","0","0","0","0"
"1723589062-222","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joe Young","IND","24","41","384","0","0","0","0","0"
"1723589062-223","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joel Anthony","DET","33","19","96","0","0","0","0","0"
"1723589062-224","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Joffrey Lauvergne","DEN","24","59","1041","0","0","0","0","0"
"1723589062-225","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","John Henson","MIL","25","57","960","0","0","0","0","0"
"1723589062-226","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","John Jenkins","PHX","25","43","480","0","0","0","0","0"
"1723589062-227","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","John Wall","WAS","25","77","2784","0","0","0","0","0"
"1723589062-228","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Johnny O'Bryant III","MIL","23","66","857","0","0","0","0","0"
"1723589062-229","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jon Leuer","PHX","27","67","1255","0","0","0","0","0"
"1723589062-230","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jonas Jerebko","BOS","29","78","1176","0","0","0","0","0"
"1723589062-231","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jonas Valanciunas","TOR","24","60","1557","0","0","0","0","0"
"1723589062-232","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jonathon Simmons","SAS","26","55","813","0","0","1","1","2"
"1723589062-233","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Adams","MEM","21","2","15","0","0","0","0","0"
"1723589062-234","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Clarkson","LAL","24","79","2552","0","0","0","0","0"
"1723589062-235","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Farmar","MEM","29","12","291","0","0","0","0","0"
"1723589062-236","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Hamilton","NOP","25","11","304","0","0","0","0","0"
"1723589062-237","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Hill","IND","28","73","1513","0","0","0","0","0"
"1723589062-238","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan McRae","CLE","25","22","196","0","0","0","0","0"
"1723589062-239","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Mickey","BOS","21","16","57","0","0","0","0","0"
"1723589062-240","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jorge Gutierrez","CHA","27","12","63","0","0","0","0","0"
"1723589062-241","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jose Calderon","NYK","34","72","2024","4","0","2","2","4"
"1723589062-242","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Josh Huestis","OKC","24","5","55","0","0","0","0","0"
"1723589062-243","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Josh McRoberts","MIA","29","42","595","0","0","0","0","0"
"1723589062-244","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Josh Richardson","MIA","22","52","1107","1","0","3","0","3"
"1723589062-245","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Josh Smith","HOU","30","55","880","0","0","0","0","0"
"1723589062-246","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jrue Holiday","NOP","26","65","1831","0","0","0","0","0"
"1723589062-247","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Julius Randle","LAL","21","81","2286","0","0","0","0","0"
"1723589062-248","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Justin Anderson","DAL","22","55","647","3","0","4","3","7"
"1723589062-249","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Justin Harper","BKN","26","5","35","0","0","0","0","0"
"1723589062-250","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Justin Holiday","CHI","27","53","773","0","0","1","0","1"
"1723589062-251","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Justise Winslow","MIA","20","78","2232","1","0","3","2","5"
"1723589062-252","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jusuf Nurkic","DEN","21","32","547","0","0","0","0","0"
